objectid,title,format,filename,creator,date,subject,location,latitude,longitude,description,parentid,image_small
item95,"Sheet 23 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance23.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item96,"Sheet 24 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance24.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item97,"Sheet 25 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance25.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item98,"Sheet 26 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance26.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item99,"Sheet 27 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance27.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item100,"Sheet 28 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance28.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item101,"Sheet 29 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance29.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item102,"Sheet 30 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance30.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item103,"Sheet 31 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance31.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item104,"Sheet 32 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance32.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item105,"Sheet 33 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance33.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item106,"Sheet 34 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance34.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item107,"Sheet 35 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance35.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item108,"Sheet 36 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance36.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item109,"Sheet 37 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance37.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item110,"Sheet 38 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance38.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item111,"Sheet 39 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance39.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item112,"Sheet 40 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance40.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item113,"Sheet 41 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance41.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item114,"Sheet 42 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance42.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item115,"Sheet 43 - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsurance43.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item116,"Index - Fire Insurance Plans - St. Catharines, 1916",image/jpeg,FireInsuranceIndex.jpg,"Goad, Charles E.",1916,"St. Catharines, Ontario; Fire Insurance -- Ontario -- St. Catharines","St. Catharines, Ontario",43.1594,-79.2469,"Hand coloured map sheets of the fire insurance plans for St. Catharines, Ontario. The sheets include: title sheet (includes index to streets, specials, blocks), sheet 1 (key plan, scale [1:6,000]), sheets 2-43. The original survey is dated July 1901, then revised to January 1913 and finally, a revision sticker of April 1916. Click ""view more files"" to see all 43 sheets.",item72,
item117,"Fire Insurance Plans - St. Catharines, 1923",compound_object,,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",,
item118,"Sheet 1A - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp1A.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item119,"Sheet 1B - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp1B.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item120,"Sheet 2 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp2.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item121,"Sheet 3 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp3.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item122,"Sheet 4 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp4.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item123,"Sheet 5 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp5.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item124,"Sheet 6 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp6.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item125,"Sheet 7 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp7.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item126,"Sheet 8 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp8.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item127,"Sheet 9 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp9.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item128,"Sheet 10 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp10.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item129,"Sheet 11 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp11.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item130,"Sheet 12 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp12.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item131,"Sheet 13 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp13.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item132,"Sheet 14 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp14.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item133,"Sheet 15 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp15.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item134,"Sheet 16 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp16.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item135,"Sheet 17 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp17.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item136,"Sheet 18 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp18.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item137,"Sheet 19 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp19.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item138,"Sheet 20 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp20.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item139,"Sheet 21 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp21.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item140,"Sheet 22 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp22.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
item141,"Sheet 23 - Fire Insurance Plans - St. Catharines, 1923",image/jpeg,FC3155_175_U64_1923StCatharinesp23.jpg,,1923,Fire insurance -- Ontario -- St. Catharines; Fire risk assessment -- Ontario -- St. Catharines; Real property -- Ontario -- St. Catharines; St. Catharines (Ont.),"St. Catharines, Ontario",43.1594,-79.2469,"The fire insurance plan for St. Catharines, Ontario, dated December 1923. Consists of: title sheet (includes index to streets, specials, blocks), sheets 1A, 1B (key plans, scale [1:4,800]), sheets 2-24 and sheets at scale 1:600: 2-4. Call No. FC 3155.175 U64 1923. Click ""view more files"" to see all 24 sheets.",item117,
